ID, Beans, Bread, Cerel,ChdBby, Chips,  Corn,  Eggs,  Fish, Fruit,  Meat,  Milk,Pepper,  Rice, Salza, Sauce,  Soda,Tomato,Tortya,Vegges,YogChs
671,     4,     2,     2,     5,     4,     5,     5,     2,     6,     5,     3,     5,     9,     4,     0,     1,     8,     9,     9,     6
672,     9,     4,     6,     5,     2,     0,     3,     1,     4,     1,     2,     1,     9,     2,     8,     1,     1,     1,     7,     5
673,     2,     3,     9,     4,     9,     0,     6,     1,     3,     9,     2,     1,     1,     3,     0,     9,     0,     1,     0,     1
674,     3,     4,     7,     6,     8,     1,     6,     1,     3,     6,     2,     2,     2,     1,     0,     8,     4,     1,     4,     0
675,     9,     2,     4,     5,     7,     7,     5,     0,     4,     3,     6,     7,     7,     9,     2,     0,     5,     7,     6,     5
676,     1,     2,     6,     2,     1,     0,    10,     8,     5,     8,     8,     2,     8,     3,     0,     0,     2,     1,     9,     3
677,     8,     7,     4,     6,     0,     1,     1,     1,     5,     0,     2,     1,    10,     0,     8,     1,     3,     1,     9,    10
678,     7,     5,     6,     4,    10,     6,     7,     2,     6,     3,     7,     8,     8,     8,     0,     0,     6,     8,     6,     7
679,     2,     7,     8,     2,     8,     1,     5,     0,     3,     9,     3,     2,     1,     1,     1,     9,     3,     3,     4,     1
680,     3,     2,     6,     7,     1,     0,     7,     8,     5,     6,     4,     3,     8,     0,     1,     0,     1,     0,     4,     3
681,     3,     2,     8,     6,     6,     0,     5,     2,     4,     8,     0,     4,     2,     2,     2,    10,     4,     4,     1,     2
682,     7,     2,     6,     4,     7,     6,     4,     0,     5,     5,     7,     8,     8,     7,     3,     0,     8,     5,     4,     7
683,     9,     2,     5,     5,     1,     1,     1,     0,     3,     1,     0,     0,     7,     4,     8,     2,     0,     3,     8,     5
684,     4,     1,     2,     6,     1,     6,     6,     1,    10,     7,     4,     2,     8,     4,     1,     1,     8,     6,     9,     8
685,     8,     3,     6,     5,     0,     0,     2,     1,     4,     4,     4,     0,     7,     2,     7,     3,     0,     0,     7,     6
686,     9,     3,     9,     3,    10,     5,     8,     0,     6,     5,     7,     6,     4,    10,     1,     1,     3,     7,     7,     7
687,     0,     6,     2,     7,     0,     0,    10,    10,     3,     6,     3,     1,     8,     0,     0,     1,     3,     1,     4,     2
688,     9,     5,     7,     4,     8,     6,     5,     0,     5,     4,     7,     9,     7,     7,     0,     2,     6,     7,    10,     6
689,     5,     1,     0,     6,     4,     8,     4,     1,     5,     8,     4,     6,     9,     2,     0,     2,     7,    10,     8,     9
690,     2,     2,     6,     5,     3,     0,     9,     5,     6,     5,     6,     0,     8,     0,     1,     0,     2,     2,     5,     4
691,     7,     9,     2,     2,     6,     8,     3,     1,     5,     5,     6,    10,     9,     5,     1,     0,     7,     8,     5,     5
692,     4,     1,     6,     7,     6,     2,     6,     2,     2,     9,     1,     2,     1,     4,     3,     7,     4,     2,     2,     2
693,     7,     0,     2,     5,     5,     7,     6,     3,     7,     7,     1,     5,    10,     1,     1,     0,     8,     7,     9,     8
694,     2,     5,     4,     8,     1,     1,     8,     7,     5,     7,     6,     0,     8,     1,     1,     1,     2,     0,     7,     2
695,     8,     6,     7,     5,     8,     8,     6,     3,     6,     2,     5,     8,     5,     8,     0,     2,     3,     9,     6,     5
696,     9,     3,     7,     5,     0,     0,     0,     1,     6,     2,     1,     1,     8,     0,     9,     1,     0,     1,     6,     9
697,     6,     2,     2,     7,     3,     3,     7,     3,     5,     8,     1,     6,     7,     2,     0,     1,     7,     7,    10,     8
698,     0,     2,     5,     7,     1,     0,     9,     8,     7,     6,     5,     2,     7,     4,     0,     0,     2,     0,     7,     2
699,     9,     5,     5,     5,     0,     0,     1,     1,     3,     1,     3,     0,     6,     1,     8,     1,     1,     0,     6,     4
700,     4,     6,     8,     4,     3,     0,     4,     1,     6,     5,     8,     4,     8,     2,     1,     3,     1,     2,    10,     6
701,     5,     2,     2,     5,     5,     6,     5,     2,     9,     9,     2,     3,     9,     1,     0,     0,     8,    10,     9,     9
702,     3,     4,     5,     2,     6,     0,     3,     2,     2,     7,     1,     2,     2,     1,     0,    10,     2,     3,     2,     1
703,     8,     4,     6,     7,     7,     6,     4,     0,     5,     5,     7,     8,     7,     9,     1,     1,     4,     9,     7,     7
704,     1,     5,     9,     6,     9,     1,     7,     1,     1,     8,     2,     1,     0,     4,     2,     8,     1,     2,     0,     0
705,     8,     5,     3,     4,     1,     0,     2,     3,     5,     2,     4,     2,     4,     2,     6,     0,     0,     0,     6,     8
706,     8,     4,     1,     4,     1,     8,     3,     2,     7,    10,     1,     6,     8,     0,     0,     3,     6,     6,     9,     7
707,     2,     1,     6,     4,     7,     0,     6,     3,     3,     7,     2,     3,     2,     4,     1,     6,     3,     3,     2,     1
708,     9,     4,     6,     4,     1,     1,     1,     3,     5,     0,     1,     0,     9,     2,     5,     0,     1,     0,     6,     7
709,     8,     4,     6,     2,     6,     7,     4,     1,     5,     5,     5,     9,     8,     6,     0,     0,     5,     6,     7,    10
710,     4,     6,     9,     6,     1,     0,     4,     4,     5,     8,     9,     3,     6,     2,     1,     1,     1,     1,     8,     7
711,     0,     2,     7,     4,     0,     0,     7,     9,     4,     3,     7,     0,     9,     0,     0,     3,     1,     1,     7,     4
712,     4,     5,     9,     1,     2,     3,     6,     1,     7,     8,     8,     5,    10,     0,     0,     0,     0,     1,     6,     5
713,     1,     6,     9,     4,     3,     1,     4,     1,     5,     7,     6,     5,     9,     1,     1,     2,     1,     1,     6,     6
714,     7,     7,     7,     5,     9,     5,     6,     0,     3,     2,     7,     9,     9,     9,     1,     0,     5,     8,     5,     8
715,     3,     2,     6,     5,     7,     0,     4,     2,     2,     8,     2,     4,     1,     3,     1,     8,     0,     2,     3,     1
716,     1,     0,     5,     4,     7,     0,     3,     1,     5,     5,     0,     3,     3,     3,     2,     8,     1,     0,     3,     0
717,     3,     2,     1,     6,     1,     6,     6,     1,     8,     8,     2,     5,     8,     3,     0,     1,     9,     7,    10,     9
718,     8,     1,     7,     5,     0,     1,     1,     3,     5,     0,     1,     0,     6,     2,     9,     2,     0,     1,     6,     6
719,     9,     3,     5,     7,     2,     0,     0,     2,     2,     1,     1,     4,     7,     5,     9,     1,     1,     2,     6,     7
720,    10,     3,     8,     6,     0,     0,     1,     1,     5,     1,     1,     1,     6,     0,     7,     2,     1,     2,     8,     9
721,     1,     2,     8,     6,     7,     1,     6,     0,     2,     9,     0,     2,     0,     1,     2,     8,     1,     1,     3,     0
722,     2,     6,     5,     3,     1,     0,     7,     5,     5,     4,     6,     2,     8,     3,     1,     0,     0,     1,     8,     2
723,     3,     2,     7,     4,    10,     1,     6,     2,     4,     9,     2,     2,     1,     3,     1,     7,     2,     0,     1,     0
724,     1,     4,     7,     5,     7,     1,     2,     3,     5,     5,     4,     4,     2,     4,     0,     6,     0,     1,     1,     2
725,     7,     2,    10,     5,    10,     9,     5,     3,     4,     3,     6,     9,     8,     7,     1,     0,     4,     7,     7,     7
726,     9,     3,     7,     5,     9,     7,     6,     2,     7,     2,     5,     9,     6,     8,     4,     0,     5,     8,     7,     6
727,     7,     3,     7,     5,     2,     1,     1,     0,     7,     1,     1,     1,     9,     2,     8,     0,     0,     2,     8,     7
728,     4,     4,     8,     6,     7,     0,     3,     0,     3,     8,     2,     0,     4,     3,     1,     7,     2,     1,     1,     1
729,     2,     9,     9,     3,     1,     0,     5,     1,     6,     8,     9,     6,     8,     2,     1,     2,     0,     1,     9,     7
730,     8,     2,     5,     3,     0,     2,     1,     2,     8,     0,     5,     0,     7,     3,     9,     1,     0,     3,     8,     7
731,     3,     3,     1,     3,     4,     1,     5,     2,     6,     9,     2,     5,     7,     1,     0,     0,     9,     6,     8,    10
732,     4,     1,     2,     3,     0,     6,     7,     1,     9,     7,     3,     6,    10,     1,     2,     3,    10,     4,     9,    10
733,     2,     7,     9,     3,     4,     0,     4,     2,     5,     3,     9,     5,     8,     3,     3,     0,     1,     1,     8,     9
734,     6,     4,     4,     4,     0,     0,     3,     2,     4,     2,     3,     1,     8,     4,     8,     3,     0,     2,    10,     9
735,     8,     7,     5,     7,     9,     6,     4,     1,     5,     3,     2,     8,     5,    10,     0,     1,     5,     9,     7,     8
736,     1,     2,     8,     6,     8,     1,     7,     2,     4,     8,     1,     2,     0,     1,     1,     6,     2,     2,     1,     1
737,     9,     3,     7,     4,     9,     7,     5,     2,     4,     4,     7,     7,     7,     7,     0,     0,     4,     8,     8,     7
738,     5,     1,     3,     5,     3,     5,     4,     2,     7,     9,     3,     6,     8,     3,     0,     2,     7,     8,     9,     9
739,     3,     7,     9,     6,     4,     2,     7,     3,     6,     6,     8,     2,     9,     1,     1,     1,     0,     2,     8,     4
740,     1,     6,     6,     6,     1,     0,     9,     6,     5,     7,     4,     1,    10,     0,     1,     1,     3,     0,     5,     1
741,     2,     4,     8,     6,     4,     1,     6,     8,     4,     6,     5,     0,     8,     1,     1,     0,     2,     1,     6,     3
742,     1,     5,     4,     5,     4,     0,     8,     8,     6,     4,     3,     0,     7,     1,     0,     1,     3,     0,     9,     2
743,     8,     5,     8,    10,     8,     6,     6,     0,     5,     6,     8,     8,     6,     7,     1,     1,     6,    10,    10,     6
744,     9,     6,     7,     6,     9,     6,     3,     1,     1,     5,     7,     8,     6,     9,     2,     2,     5,     8,     7,     6
745,     2,     3,     7,     6,     5,     1,     6,     0,     3,     5,     1,     0,     1,     3,     2,     7,     3,     2,     5,     0
746,     9,     5,     6,     0,     8,     9,     5,     2,     2,     5,     6,     9,     6,     8,     3,     0,     4,     5,     7,     4
747,     3,     3,     4,     5,     2,     0,    10,     8,     3,     6,     5,     2,     9,     1,     2,     0,     0,     1,     8,     0
748,     6,     4,     3,     5,    10,     6,     5,     1,     5,     0,     7,    10,     7,     8,     3,     0,     8,     8,     7,     6
749,     6,     2,     1,     3,     2,     6,     5,     2,     8,     7,     2,     4,     8,     4,     0,     1,     8,     6,    10,     9
750,     8,     6,     4,     3,     9,     5,     3,     2,     5,     4,     7,     7,     7,     9,     1,     0,     4,     9,     5,     6
751,     3,     1,     1,     7,     0,     7,     8,     1,     9,     7,     0,     6,     8,     1,     1,     1,     8,     8,     7,     8
752,     9,     6,     6,     6,     6,     4,     5,     1,     7,     3,     4,     9,     4,    10,     0,     0,     7,     6,     6,     5
753,    10,     2,     6,     5,     0,     1,     0,     2,     5,     0,     4,     1,     5,     3,     7,     0,     0,     1,     6,     7
754,     3,     5,     8,     7,     4,     0,     8,     9,     5,     6,     5,     1,     7,     1,     1,     0,     1,     1,     6,     4
755,     2,     2,     4,     6,     3,     7,     8,     3,     8,     8,     1,     6,     9,     2,     0,     2,     9,     7,    10,     8
756,     3,     3,     6,     5,     4,     0,     6,     8,     5,     4,     4,     0,    10,     1,     0,     0,     3,     2,     7,     1
757,     2,     4,     5,     4,     6,     2,     7,     1,     3,     9,     1,     3,     2,     3,     0,    10,     4,     2,     1,     0
758,     4,     0,     7,     5,     3,     0,     8,     6,     6,     6,     3,     1,    10,     2,     2,     1,     3,     1,     7,     2
759,     0,     6,     6,     6,     2,     0,     8,     9,     5,     6,     5,     2,     9,     0,     0,     1,     3,     1,     6,     3
760,     8,     4,     6,     4,     9,     3,     5,     1,     4,     5,     4,     9,     4,     8,     1,     0,     4,    10,     9,     6
761,     8,     2,     5,     5,     1,     2,     3,     2,     4,     0,     1,     0,     8,     1,     8,     1,     2,     0,     7,     6
762,     9,     3,     6,     6,     1,     0,     1,     3,     5,     0,     2,     0,     8,     5,     8,     0,     0,     3,     5,     5
763,     2,     3,     9,     3,     5,     0,     4,     1,     4,     7,     6,     2,     1,     0,     2,     7,     1,     5,     1,     2
764,     0,     4,     3,     6,     0,     0,     7,     9,     4,     7,     7,     1,     8,     1,     1,     2,     3,     1,     6,     2
765,     5,     1,     0,     5,     3,     6,     6,     2,     9,     7,     2,     6,     8,     1,     0,     0,     5,     6,     7,     9
766,     2,     4,     8,     3,     7,     1,     2,     1,     3,     9,     4,     1,     1,     3,     0,     9,     1,     2,     2,     1
767,     7,     1,     0,     5,     3,     4,     5,     2,     7,     8,     1,     6,     9,     2,     2,     1,     8,     8,    10,     9
768,     8,     5,     5,     6,     9,     9,     4,     2,     7,     4,     8,     8,     7,     6,     0,     0,     6,     8,     4,     8
769,     9,     3,     4,     5,     7,     4,     7,     2,     8,     4,     8,     8,     8,    10,     1,     2,     5,     9,     7,     9
770,     5,     2,     1,     4,     2,     5,     6,     2,     6,     9,     3,     6,    10,     4,     0,     1,     7,     8,    10,     9
771,     0,     5,     5,     5,     6,     0,     4,     2,     3,     6,     1,     0,     4,     3,     1,     9,     2,     2,     2,     2
772,     8,     3,     7,     3,     0,     1,     1,     3,     6,     4,     2,     1,     7,     1,     8,     0,     2,     1,     9,     6
773,     4,     0,     0,     4,     2,     6,     7,     2,     8,     9,     1,     5,     7,     2,     1,     0,     6,     5,     8,     7
774,     3,     1,     2,     4,     2,     5,     4,     2,     6,     5,     3,     7,     7,     3,     0,     1,     6,     8,     9,    10
775,     2,     4,     8,     5,     8,     0,     6,     0,     4,     8,     2,     3,     1,     4,     0,     7,     2,     1,     2,     2
776,     7,     5,     7,     5,    10,     5,     5,     3,     6,     3,     8,     8,     8,     8,     2,     1,     8,     4,     7,     7
777,     6,     1,     1,     4,     4,     6,     4,     0,     8,     6,     5,     3,     8,     2,     0,     1,     9,     5,     9,     8
778,     3,     3,    10,     2,     3,     2,     4,     1,     3,     9,     8,     3,     8,     0,     0,     1,     0,     1,    10,     6
779,     6,     5,     5,     4,     8,     7,     5,     2,     6,     4,     7,    10,     8,     8,     3,     0,     7,    10,     9,     4
780,     9,     6,     7,     7,     1,     0,     0,     2,     2,     1,     1,     1,    10,     5,     8,     2,     1,     2,     7,     7
781,     4,     5,     8,     3,     7,     5,     2,     0,     5,     3,     5,     9,     4,     7,     0,     0,     6,     9,     7,     7
782,     1,     3,     6,     2,     3,     1,    10,     6,     6,     7,     6,     1,     8,     1,     1,     2,     2,     0,     6,     2
783,     3,     7,     8,     4,     3,     1,     5,     1,     9,     8,    10,     4,     9,     1,     0,     1,     0,     0,     6,     5
784,     8,     5,     6,     4,    10,     6,     8,     1,     5,     5,     9,     6,     7,     8,     0,     0,     4,     7,     6,     4
785,     1,     6,     6,     5,     5,     0,     6,     3,     6,     8,    10,     7,     8,     0,     0,     1,     1,     1,     8,     7
786,     3,     2,     2,     5,     2,     5,     7,     2,     7,     9,     3,     5,     8,     3,     1,     3,     6,     7,     9,    10
787,     2,     2,     7,     3,     6,     1,     6,     1,     0,     7,     2,     7,     3,     3,     1,     6,     3,     1,     1,     1
788,     4,     1,     1,     3,     3,     7,     5,     1,     9,     4,     3,     6,     9,     2,     0,     1,     9,     7,     9,     8
789,     0,     1,     7,     7,     0,     0,     8,     8,     8,     8,     9,     0,     7,     2,     0,     1,     2,     0,     6,     3
790,     9,     5,     5,     8,     0,     1,     0,     1,     4,     1,     1,     2,     8,     2,    10,     0,     1,     2,     5,     5
791,     9,     3,     4,     4,     1,     1,     0,     2,     5,     1,     0,     0,    10,     4,     8,     0,     0,     0,     5,     6
792,     7,     5,     8,     5,     8,     8,     4,     1,     7,     3,     9,     6,     7,     6,     1,     1,     4,     6,     5,     7
793,     7,     4,     6,     6,     1,     1,     1,     0,     5,     0,     3,     1,     7,     1,     9,     3,     3,     0,     5,     8
794,     9,     4,     6,     3,     0,     0,     1,     1,     4,     1,     3,     0,     4,     1,     9,     1,     1,     1,     7,     6
795,     7,     2,     0,     6,     2,     5,     5,     4,     9,     9,     3,     3,     7,     1,     0,     1,     7,     8,     9,     7
796,    10,     6,     5,     8,     9,     6,     5,     2,     4,     5,     8,     8,     7,     8,     2,     0,     3,     9,     5,     5
797,     2,     5,     7,     5,     7,     1,     5,     2,     3,     8,     2,     2,     3,     1,     1,     8,     5,     3,     3,     0
798,     5,     0,     1,     5,     5,     3,     7,     5,     8,     8,     2,     3,     8,     1,     2,     3,     9,     6,     9,    10
799,     2,     5,     6,     8,     7,     0,     6,     1,     2,     6,     3,     2,     2,     2,     1,     5,     0,     3,     1,     3
800,     1,     6,     6,     5,     2,     1,     7,     8,     6,     6,     4,     0,     9,     0,     1,     1,     3,     1,     7,     3
801,     5,     1,     2,     4,     1,     3,     6,     0,     7,     5,     4,     4,     9,     1,     0,     1,     5,     6,    10,     9
802,     5,     2,     8,     6,     2,     0,     6,     9,     3,     7,     4,     2,     6,     0,     2,     1,     1,     1,     6,     2
803,     0,     4,     3,     6,     2,     1,     7,     8,     5,     6,     5,     2,     9,     0,     1,     1,     4,     1,    10,     2
804,    10,     3,     5,     5,     0,     1,     0,     1,     7,     0,     5,     1,    10,     5,     9,     1,     2,     0,     4,     7
805,     7,     4,     8,     3,     8,     3,     3,     0,     5,     4,     7,    10,     9,     7,     1,     0,     3,     9,     6,     5
806,     7,     2,     1,     4,     2,     2,     5,     2,     8,     8,     2,     5,     8,     1,     0,     2,     8,     7,    10,     9
807,     6,     3,     3,     7,     3,     6,     7,     2,     9,     7,     2,     5,     5,     1,     1,     0,     8,     7,     9,     9
808,     7,     3,     0,     4,     1,     4,     8,     2,     7,    10,     2,     6,     9,     0,     0,     1,     7,     8,     7,     8
809,     0,     5,     7,     3,     9,     0,     5,     1,     0,     7,     3,     2,     1,     0,     0,     9,     1,     2,     2,     2
810,     9,     6,     8,     4,     1,     0,     1,     0,     3,     2,     1,     1,     7,     2,     9,     1,     1,     2,     6,     6
811,     7,     5,     9,     5,     8,     4,     3,     2,     3,     6,     8,     8,     6,     8,     1,     0,     4,     8,     7,     7
812,     1,     3,    10,     6,     9,     0,     6,     3,     3,     7,     3,     6,     1,     1,     2,     7,     3,     1,     4,     2
813,     3,     4,     5,     5,     1,     0,     9,     7,     8,     6,     7,     0,     8,     0,     0,     0,     3,     2,     6,     1
814,     7,     5,     9,     6,     7,     6,     7,     3,     4,     3,     5,     9,     4,     7,     0,     1,     4,     8,     7,     7
815,     3,     4,     8,     6,     8,     0,     6,     1,     3,     8,     2,     2,     0,     4,     1,     7,     2,     3,     4,     1
816,     2,     1,     7,     3,     7,     0,     5,     4,     1,     6,     3,     0,     0,     2,     0,     8,     3,     3,     3,     1
