DomntHnd,FavColor,NumColors,TeamSprt,IndvSprt,SchoolClb,MusicInstrument,BreakfastDrink,FavCookie,FavPizzaTop,DinnerDrink,FavIceCream,FavSeason,SleepHrs,NumOthrCourse,Height,ShoeSize,ShirtSize,AimGrde,FnlGrade
Right,Black,12,Equestrian,Pool,Math,Vocal,Coffee,ChocKrinkle,Olives,LemonLime,Pecan,Spring,7.0,3,5.2,8.0,SM,A,B
Right,Magenta,12,Parkour,Pool,Photography,Trumpet,Soda,PeanutButter,Peppers,LemonLime,Pecan,Autumn,7.0,4,5.2,9.0,MD,B,B
Right,Black,12,Tennis,Wrestling,Math,Trumpet,Nada,ChocChip,Olives,RootBeer,Sherbert,Spring,7.0,3,5.2,8.0,SM,A,B
Right,Red,12,AmFtBall,Wrestling,Robotics,Violin,Coffee,ChocKrinkle,Bacon,Milk,Chocolate,Fall,7.0,4,5.2,8.5,MD,A,B
Left,Gray,12,FieldHockey,Swimming,Math,Euphonium,OJ,Butter,Pineapples,Water,Sherbert,Autumn,7.0,4,5.2,6.5,SM,A,B
Left,Blue,12,Cricket,Golf,Computer,Tuba,Tea,Crumpets,Peppers,Cola,MintChip,Fall,6.5,4,5.0,7.0,SM,A,B
Right,Red,11,CheerLdng,none,Robotics,Violin,Coffee,ChocKrinkle,Bacon,FruitJuice,Chocolate,Autumn,7.0,4,5.2,8.0,SM,A,B
Right,Blue,12,Soccer,Golf,Computer,Cello,Tea,DoubleChoc,Peppers,Cola,MintChip,Fall,6.5,3,5.2,9.5,MD,B,B
Left,Blue,11,Cricket,Badminton,Computer,Cello,Nada,Crumpets,Onions,Cola,MintChip,Fall,5.5,4,4.8,7.0,SM,A,B
Right,Black,12,Tennis,Pool,Computer,Cello,Coffee,ChocKrinkle,Peppers,Cola,MintChip,Summer,6.5,3,5.2,9.0,MD,A,B
Right,Black,11,DodgeBall,Wrestling,Chess,Drums,GrapeJuice,Oatmeal,Peppers,RootBeer,Ripple,Winter,7.0,4,5.8,8.0,SM,A,B
Right,Black,12,DodgeBall,Wrestling,Photography,Drums,Water,Oatmeal,Onions,Tea,Ripple,Winter,6.5,4,5.2,9.0,MD,A,B
Right,Black,11,Fencing,Pool,Math,Euphonium,Tea,Crumpets,Olives,Water,MintChip,Fall,7.5,4,5.0,5.5,MD,A,B
Right,White,11,Fencing,Pool,Debate,Vocal,Tea,Crumpets,Onions,RootBeer,MintChip,Fall,7.5,4,5.2,8.0,SM,B,B
Right,Gray,12,Badminton,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,Milk,MintChip,Summer,7.0,4,5.8,8.5,MD,A,B
Right,Black,12,Equestrian,Golf,Math,Cello,Tea,Crumpets,Mushrooms,Cola,MintChip,Fall,8.0,4,5.2,8.0,SM,A,B
Right,Red,11,AmFtBall,none,Robotics,Violin,Fruit,ChocKrinkle,Pineapples,Water,Chocolate,Summer,7.5,3,5.2,7.5,SM,A,B
Right,Gray,11,AmFtBall,Wrestling,Math,Cello,Tea,Crumpets,Olives,FruitJuice,MintChip,Spring,7.0,3,4.8,7.5,SM,A,B
Right,Blue,10,Cricket,Pool,Computer,Cello,Tea,DoubleChoc,Peppers,Cola,MintChip,Fall,6.5,3,4.8,6.5,SM,A,B
Right,Black,12,Parkour,Badminton,Debate,Cello,Coffee,ChocKrinkle,Olives,Coffee,MintChip,Spring,7.5,3,5.2,7.0,SM,A,B
Right,Magenta,12,Parkour,Pool,Photography,Drums,PruneJuice,PeanutButter,Peppers,LemonLime,Pecan,Autumn,7.5,3,4.8,7.5,SM,A,B
Right,Black,12,DodgeBall,Pool,Chess,Drums,Water,ChocChip,Sausage,Tea,Ripple,Spring,8.0,3,6.0,11.0,LG,A,B
Right,Black,12,Fencing,Badminton,Game,Cello,OJ,ChocChip,Pineapples,RootBeer,MintChip,Spring,7.0,3,5.0,7.5,SM,A,B
Right,Gray,11,DodgeBall,Swimming,Debate,Tuba,Tea,Crumpets,Peppers,Water,Sherbert,Fall,7.0,5,4.8,6.5,SM,A,B
Right,Black,12,DodgeBall,Wrestling,Chess,Drums,Soda,Oatmeal,Sausage,RootBeer,Ripple,Fall,6.5,3,5.5,7.5,SM,A,B
Right,Black,13,Parkour,Wrestling,Chess,Trumpet,Water,Oatmeal,Sausage,Tea,Ripple,Winter,7.0,3,5.8,7.5,SM,A,B
Right,White,11,Equestrian,Wrestling,ModelUN,Trumpet,OJ,ChocChip,Pineapples,LemonLime,NA,Fall,7.0,3,5.8,9.0,LG,B,B
Right,Black,12,DodgeBall,Golf,Math,Trumpet,Soda,Butter,Peppers,Milk,MintChip,Spring,6.0,4,5.2,9.5,MD,A,B
Right,Red,12,CheerLdng,none,Robotics,Violin,Coffee,ChocKrinkle,Olives,Water,Chocolate,Spring,7.0,4,5.5,9.0,MD,B,B
Right,Black,11,DodgeBall,Pool,Computer,Tuba,Soda,ChocChip,Ham,Cola,Sherbert,Spring,6.5,4,5.2,8.0,SM,A,B
Left,Blue,11,Cricket,Golf,Computer,Cello,Soda,Crumpets,Onions,FruitJuice,MintChip,Fall,7.5,4,4.8,6.5,SM,B,B
Right,Cyan,12,Equestrian,Pool,Debate,Euphonium,Smoothie,ChocChip,Olives,RootBeer,CreamSicle,Spring,6.0,4,5.5,11.0,MD,A,B
Left,White,12,Fencing,Badminton,Math,Cello,Tea,Crumpets,Onions,Milk,MintChip,Summer,6.5,4,4.8,7.5,SM,A,B
Right,Black,11,DodgeBall,Pool,Math,Drums,Water,Oatmeal,Sausage,Cola,Ripple,Winter,8.0,3,5.5,9.0,MD,A,B
Right,Black,11,DodgeBall,RockClimbing,Chess,Drums,Water,ChocChip,Sausage,Tea,Ripple,Spring,7.5,4,5.2,7.5,SM,A,B
Right,Black,11,DodgeBall,Badminton,Computer,Tuba,Coffee,ChocKrinkle,Olives,Coffee,NA,Autumn,8.0,4,4.8,7.5,SM,A,B
Right,Gray,12,Badminton,RockClimbing,ModelUN,Bass,OJ,DoubleChoc,Peppers,Milk,Vanilla,Summer,7.0,3,5.0,8.0,SM,B,B
Right,Black,12,DodgeBall,Golf,ModelUN,Drums,Coffee,ChocKrinkle,NA,LemonLime,Sherbert,Summer,7.0,4,5.2,7.5,SM,A,B
Right,Green,12,Badminton,RockClimbing,Computer,Bass,OJ,ChocChip,Ham,LemonLime,Vanilla,Summer,7.0,4,5.0,8.0,SM,B,B
Right,Black,11,Equestrian,Track,Debate,Euphonium,Smoothie,DoubleChoc,Olives,MilkShake,MintChip,Fall,6.5,4,5.2,6.0,MD,B,B
Right,Green,11,Badminton,RockClimbing,ModelUN,Bass,Nada,ChocChip,Ham,RootBeer,MintChip,Summer,7.0,3,5.8,10.0,MD,A,B
Right,Red,12,AmFtBall,RockClimbing,Robotics,Vocal,Soda,ChocKrinkle,Bacon,Water,Chocolate,Autumn,7.0,3,5.8,9.5,MD,A,B
Left,Black,11,DodgeBall,Wrestling,Chess,Cello,Water,DoubleChoc,Sausage,Tea,MintChip,Winter,7.0,4,5.2,7.5,SM,B,B
Right,Black,12,Equestrian,Wrestling,Chess,Drums,Nada,Oatmeal,Sausage,Tea,Ripple,Summer,7.5,3,4.8,7.0,SM,A,B
Right,Cyan,11,Equestrian,Track,Math,Euphonium,Nada,DoubleChoc,Olives,MilkShake,CreamSicle,Summer,6.5,3,5.8,9.0,MD,A,B
Right,Blue,11,Soccer,Golf,Math,Cello,Tea,Crumpets,Mushrooms,Cola,MintChip,Fall,7.0,3,5.2,8.5,MD,A,B
Right,Green,13,Soccer,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,Milk,Sherbert,Spring,6.5,3,5.2,7.5,SM,A,B
Right,Magenta,12,Parkour,Golf,Chess,Piano,PruneJuice,PeanutButter,Peppers,FruitJuice,Pecan,Autumn,8.0,3,4.8,7.5,SM,A,B
Right,Black,11,CheerLdng,Badminton,Math,Euphonium,Smoothie,ChocChip,Olives,Water,Sherbert,Summer,6.5,4,5.2,7.5,SM,A,B
Left,Blue,11,Cricket,Pool,Chess,Cello,Tea,Crumpets,Peppers,Cola,MintChip,Fall,7.0,4,5.0,7.0,SM,B,B
Right,Gray,12,CheerLdng,Badminton,Math,Trumpet,Tea,ChocChip,Olives,Water,MintChip,Winter,7.5,3,5.2,9.0,MD,B,B
Right,Black,11,DodgeBall,Golf,Debate,Trumpet,Coffee,ChocKrinkle,Peppers,FruitJuice,MintChip,Fall,7.0,3,5.8,10.0,LG,A,B
Right,Cyan,13,Equestrian,Track,Debate,Euphonium,Smoothie,DoubleChoc,Pineapples,MilkShake,MintChip,Summer,7.0,4,5.8,10.0,LG,A,B
Right,Green,11,DodgeBall,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,Water,Sherbert,Summer,7.0,4,5.2,7.5,SM,A,B
Right,Black,12,VolleyBall,Pool,Robotics,Trumpet,Soda,ChocChip,Olives,LemonLime,Sherbert,Winter,7.0,3,5.2,9.0,MD,A,B
Right,Green,12,Fencing,RockClimbing,ModelUN,Tuba,OJ,ChocChip,Ham,Milk,Vanilla,Spring,6.5,4,5.0,7.0,SM,B,B
Right,Blue,12,DodgeBall,Golf,Computer,Cello,Tea,ChocKrinkle,Mushrooms,FruitJuice,MintChip,Fall,7.5,3,6.0,11.0,MD,A,B
Right,Black,12,CheerLdng,Pool,Math,Tuba,OJ,ChocChip,Pineapples,LemonLime,MintChip,Summer,7.0,3,5.5,10.0,LG,A,B
Right,Black,13,DodgeBall,Wrestling,Chess,Drums,Fruit,Oatmeal,Pineapples,Tea,Ripple,Summer,6.5,4,5.2,9.0,MD,B,B
Right,Black,12,Equestrian,Badminton,Math,Drums,Coffee,ChocKrinkle,Peppers,LemonLime,MintChip,Fall,6.0,3,5.5,10.0,MD,B,B
Right,Black,10,Badminton,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,Milk,Vanilla,Spring,7.0,4,5.2,6.0,MD,A,B
Right,Black,11,CheerLdng,Pool,Chess,Vocal,Tea,Crumpets,Onions,Cola,MintChip,Autumn,7.5,3,5.5,9.0,MD,B,B
Right,Black,11,Tennis,Wrestling,Chess,Vocal,Coffee,ChocKrinkle,Peppers,FruitJuice,Pecan,Spring,6.5,4,6.0,10.0,LG,B,B
Right,Green,12,Equestrian,RockClimbing,Math,Bass,OJ,ChocChip,Ham,Milk,Vanilla,Spring,6.0,4,5.5,9.0,MD,A,B
Right,Black,11,Parkour,Pool,Math,Piano,PruneJuice,PeanutButter,Peppers,Papaya,Pecan,Fall,6.5,3,4.8,5.5,SM,A,B
Right,Black,11,Equestrian,Track,Debate,Euphonium,Smoothie,DoubleChoc,Olives,MilkShake,MintChip,Spring,7.0,4,5.8,10.0,LG,A,B
Right,Black,12,CheerLdng,Swimming,Math,Drums,OJ,ChocChip,Pineapples,LemonLime,Sherbert,Summer,6.5,3,6.0,10.5,LG,A,B
Left,Black,10,Soccer,Track,Debate,Drums,Nada,DoubleChoc,Peppers,Milk,MintChip,Summer,7.5,3,5.0,7.0,SM,A,B
Right,Black,12,AmFtBall,none,Robotics,Violin,Nada,ChocChip,Bacon,Water,Chocolate,Autumn,7.0,3,5.8,9.5,LG,A,B
Right,Red,11,AmFtBall,none,Robotics,Violin,Soda,DoubleChoc,Bacon,Water,Chocolate,Spring,7.5,3,5.0,7.5,SM,A,B
Right,White,12,Rugby,Wrestling,Game,Cello,Tea,Crumpets,Peppers,LemonLime,Sherbert,Autumn,7.5,3,5.8,9.0,MD,A,B
Right,Gray,13,AmFtBall,none,Math,Violin,Coffee,ChocKrinkle,Bacon,Tea,Chocolate,Autumn,7.0,4,5.0,6.0,MD,A,B
Right,Gray,11,Badminton,RockClimbing,ModelUN,Bass,OJ,ChocChip,Olives,Tea,Vanilla,Summer,8.0,3,4.8,8.0,SM,A,B
Right,Red,12,AmFtBall,none,Robotics,Tuba,Coffee,DoubleChoc,Bacon,FruitJuice,Chocolate,Autumn,6.5,4,5.5,8.5,LG,A,B
Right,Magenta,12,Parkour,Swimming,Photography,Piano,Nada,PeanutButter,Peppers,Papaya,Pecan,Autumn,7.5,5,5.0,6.5,SM,A,B
Right,Gray,12,Equestrian,Pool,Math,Euphonium,Coffee,ChocKrinkle,Olives,RootBeer,Sherbert,Spring,7.5,4,5.2,7.5,SM,A,B
Right,Black,12,DodgeBall,Wrestling,Math,Drums,Water,ChocChip,Peppers,Tea,Ripple,Winter,7.0,3,5.2,8.0,SM,A,B
Left,Red,12,AmFtBall,none,Math,Violin,Coffee,ChocKrinkle,Peppers,Water,Chocolate,Summer,7.0,4,5.2,8.0,SM,A,B
Right,Black,12,Equestrian,Track,Math,Euphonium,Smoothie,DoubleChoc,Olives,MilkShake,Sherbert,Spring,7.0,3,4.8,7.0,SM,B,B
Right,Gray,12,Soccer,RockClimbing,Math,Tuba,Coffee,ChocKrinkle,Olives,FruitJuice,MintChip,Summer,7.0,4,5.8,8.5,MD,B,B
Right,Black,12,Parkour,Wrestling,Game,Vocal,Soda,Butter,Peppers,RootBeer,MintChip,Summer,6.0,4,5.5,7.5,SM,A,B
Left,Black,11,DodgeBall,Pool,ModelUN,Vocal,Fruit,ChocKrinkle,Pineapples,LemonLime,MintChip,Summer,6.5,3,5.8,9.5,MD,B,B
Right,Green,11,Parkour,Golf,ModelUN,Bass,OJ,ChocChip,Ham,Milk,Vanilla,Summer,7.0,4,5.5,7.0,SM,A,B
Right,Cyan,11,FieldHockey,Wrestling,Math,Tuba,Coffee,ChocKrinkle,Peppers,Cola,MintChip,Summer,7.0,4,5.2,7.5,SM,A,B
Right,Red,12,AmFtBall,Badminton,Robotics,Violin,Smoothie,ChocKrinkle,Bacon,Water,Pecan,Autumn,7.0,3,5.2,9.5,MD,A,B
Right,Black,12,Badminton,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,RootBeer,Vanilla,Summer,7.5,5,5.5,9.0,MD,A,B
Right,Black,12,Rugby,Wrestling,Math,Trumpet,Coffee,ChocKrinkle,Olives,Milk,MintChip,Fall,6.5,3,5.2,8.5,MD,A,B
Right,Green,11,Badminton,RockClimbing,ModelUN,Euphonium,OJ,ChocChip,Peppers,Coffee,Vanilla,Summer,7.5,4,5.5,9.5,MD,A,B
Right,Black,12,DodgeBall,Wrestling,Math,Cello,Tea,DoubleChoc,Peppers,RootBeer,MintChip,Winter,7.5,4,5.5,9.0,LG,A,B
Right,Black,12,CheerLdng,Pool,Chess,Drums,Water,Oatmeal,Sausage,Tea,MintChip,Winter,7.5,4,6.0,10.0,XL,B,B
Right,Green,12,Badminton,RockClimbing,Math,Bass,Soda,ChocChip,Ham,Milk,Vanilla,Autumn,8.0,3,5.2,9.5,MD,A,B
Right,Black,12,Equestrian,Swimming,Math,Tuba,Coffee,ChocKrinkle,Olives,LemonLime,NA,Spring,7.0,4,4.8,8.0,SM,B,B
Left,Red,12,AmFtBall,none,Math,Violin,Fruit,ChocChip,Bacon,Water,Chocolate,Autumn,7.0,4,5.8,9.5,MD,A,B
Right,Cyan,11,Parkour,Pool,Photography,Piano,Smoothie,PeanutButter,Peppers,LemonLime,Pecan,Autumn,6.5,3,5.2,7.5,SM,A,B
Right,Magenta,12,CheerLdng,Pool,Photography,Piano,Nada,PeanutButter,Peppers,FruitJuice,Pecan,Autumn,7.5,3,5.5,9.5,MD,A,B
Right,Black,12,Parkour,Pool,Photography,Piano,PruneJuice,PeanutButter,Peppers,Papaya,Pecan,Fall,7.0,4,5.2,7.5,SM,B,B
Right,Red,11,VolleyBall,RockClimbing,Robotics,Violin,Coffee,ChocKrinkle,Olives,Water,Chocolate,Autumn,8.0,3,4.8,8.0,SM,A,B
Right,Cyan,12,Equestrian,Swimming,Math,Trumpet,Smoothie,DoubleChoc,Olives,MilkShake,CreamSicle,Spring,7.0,4,5.0,7.5,SM,A,B
Right,Black,12,DodgeBall,Wrestling,Chess,Drums,Nada,Sugar,Olives,Tea,Ripple,Winter,7.5,3,5.2,7.5,SM,A,B
Right,Black,12,Parkour,Golf,Game,Trumpet,Coffee,ChocKrinkle,Onions,FruitJuice,Pecan,Summer,7.5,4,5.0,7.5,SM,A,B
Right,Black,12,DodgeBall,Pool,Math,Tuba,Fruit,ChocChip,Pineapples,LemonLime,MintChip,Summer,6.0,4,5.0,8.0,SM,A,B
Right,Gray,11,Cricket,Golf,Computer,Euphonium,Nada,Crumpets,Mushrooms,Cola,MintChip,Fall,7.0,3,5.0,7.5,SM,A,B
Right,Blue,11,Parkour,Golf,Computer,Cello,Soda,Crumpets,Mushrooms,Cola,MintChip,Fall,7.5,4,5.2,9.0,MD,A,B
Right,Gray,12,Soccer,Badminton,ModelUN,Vocal,Nada,ChocChip,Peppers,RootBeer,Sherbert,Fall,7.0,4,5.5,8.5,MD,A,B
Left,Gray,12,Badminton,RockClimbing,ModelUN,Bass,OJ,Crumpets,Ham,Milk,MintChip,Summer,6.0,3,5.5,9.0,MD,B,B
Right,Gray,12,Equestrian,Track,Math,Tuba,Coffee,ChocKrinkle,Olives,FruitJuice,NA,Summer,6.5,4,5.2,9.0,MD,B,B
Right,Gray,11,Equestrian,Pool,Math,Vocal,Coffee,ChocKrinkle,Olives,Cola,NA,Fall,7.5,3,5.0,8.0,SM,A,B
Right,Green,12,Badminton,RockClimbing,Chess,Cello,OJ,ChocChip,Olives,Milk,Vanilla,Summer,7.5,4,5.2,7.0,SM,B,B
Right,Cyan,12,Equestrian,Pool,Debate,Euphonium,Smoothie,DoubleChoc,Olives,Tea,CreamSicle,Spring,8.0,4,5.8,8.0,SM,B,B
Right,Black,12,Soccer,RockClimbing,Computer,Cello,Smoothie,ChocChip,Onions,Cola,MintChip,Summer,7.0,4,5.5,8.0,SM,A,B
Right,Red,12,Tennis,none,Robotics,Tuba,Coffee,DoubleChoc,Bacon,Water,Chocolate,Autumn,6.5,4,5.2,8.5,MD,A,B
Right,Green,12,Badminton,Swimming,Photography,Bass,Soda,ChocChip,Ham,Milk,Vanilla,Summer,7.0,4,5.5,11.0,LG,A,B
Right,White,12,AmFtBall,Pool,Robotics,Euphonium,OJ,DoubleChoc,Pineapples,FruitJuice,Sherbert,Fall,7.5,4,5.2,7.0,SM,A,B
Left,White,11,Tennis,Pool,Math,Tuba,Coffee,ChocKrinkle,Olives,Milk,MintChip,Autumn,6.5,4,5.2,8.0,SM,A,B
Right,Black,12,CheerLdng,RockClimbing,ModelUN,Drums,Soda,ChocKrinkle,Olives,Tea,Sherbert,Summer,6.5,4,6.0,11.0,LG,A,B
Right,Cyan,11,Equestrian,Wrestling,Debate,Tuba,Smoothie,DoubleChoc,Olives,RootBeer,CreamSicle,Spring,7.5,4,5.2,8.5,MD,A,B
Right,Gray,11,Parkour,Badminton,Math,Cello,Coffee,ChocKrinkle,Peppers,Coffee,MintChip,Summer,7.0,3,5.8,8.5,MD,B,B
Right,Green,12,AmFtBall,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,Milk,Vanilla,Spring,7.5,3,5.2,9.0,MD,A,B
Right,Black,12,Fencing,RockClimbing,Chess,Euphonium,Nada,ChocChip,Onions,Coffee,MintChip,Autumn,7.0,3,5.2,7.0,SM,A,B
Right,Red,12,AmFtBall,none,Math,Violin,Coffee,DoubleChoc,Bacon,Water,Sherbert,Autumn,7.0,4,5.2,8.0,SM,A,B
Right,Black,11,Fencing,Wrestling,ModelUN,Trumpet,Nada,DoubleChoc,Olives,Cola,NA,Fall,7.0,4,5.2,9.5,MD,A,B
Right,Black,12,DodgeBall,Wrestling,Chess,Drums,Nada,ChocChip,Sausage,Tea,MintChip,Winter,7.0,4,5.2,8.5,MD,A,B
Right,Gray,11,Cricket,Golf,Computer,Cello,Fruit,Crumpets,Mushrooms,Cola,NA,Fall,6.5,3,5.8,10.0,LG,A,B
Right,Black,11,DodgeBall,Golf,Math,Trumpet,Soda,ChocChip,Olives,Water,MintChip,Winter,7.0,4,5.0,9.0,MD,A,B
Right,Gray,12,Equestrian,Track,ModelUN,Euphonium,Smoothie,DoubleChoc,Olives,Cola,CreamSicle,Spring,7.5,4,5.2,8.0,SM,A,B
Left,Blue,13,Cricket,RockClimbing,Computer,Tuba,Tea,Crumpets,Mushrooms,FruitJuice,MintChip,Fall,7.5,3,5.5,9.5,MD,A,B
Right,Black,12,Parkour,RockClimbing,Computer,Euphonium,Soda,ChocChip,Olives,Water,Sherbert,Summer,6.5,4,5.5,7.5,SM,A,B
Right,Magenta,13,Rugby,Pool,Math,Piano,PruneJuice,PeanutButter,Peppers,Coffee,Pecan,Autumn,7.5,3,5.8,8.0,SM,B,B
Right,Black,11,DodgeBall,Wrestling,Chess,Drums,Nada,Oatmeal,Sausage,Tea,MintChip,Summer,7.5,3,5.0,6.0,MD,A,B
Right,Green,12,Badminton,Golf,ModelUN,Bass,OJ,ChocChip,Ham,LemonLime,Vanilla,Spring,7.0,4,4.8,6.0,SM,A,B
Right,Red,11,CheerLdng,none,Robotics,Violin,Coffee,ChocChip,Olives,Water,Chocolate,Autumn,7.5,4,5.2,8.0,SM,A,B
Left,Gray,11,VolleyBall,none,Robotics,Violin,Tea,ChocKrinkle,Bacon,Water,Chocolate,Autumn,7.5,4,5.8,9.0,MD,B,B
Right,Red,11,AmFtBall,none,Robotics,Violin,Coffee,DoubleChoc,Pineapples,Water,Sherbert,Autumn,7.0,4,5.8,9.5,MD,A,B
Left,Gray,12,DodgeBall,Wrestling,ModelUN,Drums,Water,Oatmeal,Sausage,Tea,Ripple,Winter,6.5,4,5.2,8.0,SM,A,B
Right,Blue,11,Cricket,Golf,Computer,Tuba,Tea,Crumpets,Mushrooms,Cola,Sherbert,Summer,6.5,3,5.0,6.5,SM,A,B
Right,Blue,11,Cricket,Golf,ModelUN,Cello,Tea,Crumpets,Peppers,Tea,MintChip,Fall,7.5,3,5.2,6.0,MD,A,B
Right,Black,12,Badminton,RockClimbing,ModelUN,Euphonium,OJ,ChocChip,Peppers,Milk,Vanilla,Summer,7.5,3,6.0,8.5,MD,B,B
Right,Gray,11,Parkour,Golf,Math,Euphonium,Tea,Crumpets,Peppers,Cola,Sherbert,Summer,7.0,3,5.5,8.0,SM,A,B
Right,Red,11,AmFtBall,none,Robotics,Drums,Coffee,ChocKrinkle,Bacon,Milk,Chocolate,Autumn,7.5,4,5.2,8.5,MD,A,B
Right,Magenta,11,Parkour,Pool,ModelUN,Piano,Tea,PeanutButter,Peppers,Papaya,Pecan,Autumn,6.5,3,5.5,9.5,MD,A,B
Right,Black,12,CheerLdng,Wrestling,Chess,Drums,Water,none,Sausage,Tea,Ripple,Winter,6.0,4,6.0,10.0,XL,B,A
Right,Magenta,12,Parkour,Pool,Robotics,Piano,OJ,PeanutButter,Peppers,Water,Pecan,Autumn,6.0,5,6.8,11.5,XXL,A,A
Right,Yellow,12,Equestrian,RockClimbing,ModelUN,Bass,OJ,ChocChip,Ham,Milk,Chocolate,Summer,6.5,5,5.8,7.5,SM,A,A
Right,Yellow,12,Equestrian,Track,Debate,Euphonium,Smoothie,PeanutButter,Olives,MilkShake,CreamSicle,Fall,6.0,5,6.0,9.5,LG,A,A
Right,Blue,12,Badminton,Badminton,ModelUN,Bass,OJ,Fortune,Ham,Milk,Vanilla,Summer,6.0,4,5.8,9.0,LG,A,A
Right,Orange,12,VolleyBall,Track,Debate,Euphonium,Smoothie,DoubleChoc,Olives,Coffee,CreamSicle,Spring,6.0,5,5.5,10.0,LG,A,A
Right,Blue,12,Rugby,RockClimbing,Computer,Cello,Tea,Crumpets,Mushrooms,Water,MintChip,Fall,6.5,4,5.5,10.0,MD,A,A
Right,Blue,12,Equestrian,Badminton,Robotics,Euphonium,Fruit,Oatmeal,PlainCheese,Milk,Chocolate,Autumn,6.0,5,5.8,9.0,MD,A,A
Right,Yellow,11,AmFtBall,RockClimbing,Game,Euphonium,OJ,Oatmeal,Pineapples,Tea,Pecan,Spring,6.0,4,5.8,8.5,LG,A,A
Right,Green,11,Rugby,RockClimbing,Robotics,Bass,OJ,Fortune,Ham,Milk,Vanilla,Summer,6.5,4,5.5,8.0,SM,A,A
Right,Magenta,13,Cricket,Golf,Computer,Cello,Tea,Oatmeal,Mushrooms,Cola,Chocolate,Fall,6.0,5,6.0,10.5,LG,A,A
Right,Red,11,AmFtBall,none,Robotics,Violin,Coffee,PeanutButter,Pepperoni,Tea,Chocolate,Autumn,6.5,5,5.8,9.5,LG,A,A
Right,Magenta,13,Parkour,Badminton,Photography,Piano,Fruit,PeanutButter,Peppers,Papaya,Pecan,Spring,6.0,5,5.5,8.0,SM,A,A
Right,Magenta,12,Parkour,Badminton,Robotics,Guitar,Water,Fortune,PlainCheese,Tea,Mocha,Spring,5.5,3,6.0,10.0,LG,A,A
Right,Orange,12,Badminton,RockClimbing,ModelUN,Bass,OJ,ChocChip,PlainCheese,Milk,Vanilla,Summer,6.5,4,6.2,10.5,LG,B,A
Right,Green,12,Badminton,RockClimbing,ModelUN,Guitar,OJ,ChocChip,Ham,Milk,Chocolate,Summer,6.5,5,6.2,9.5,XL,A,A
Right,Magenta,11,Fencing,Track,Game,Vocal,OJ,PeanutButter,Pineapples,Water,Chocolate,Autumn,5.5,5,6.0,9.0,MD,A,A
Right,Black,12,DodgeBall,Wrestling,Chess,Drums,Water,PeanutButter,Sausage,Milk,Ripple,Summer,5.5,4,5.8,8.0,SM,A,A
Right,Blue,11,Cricket,Golf,Computer,Cello,OJ,Crumpets,Mushrooms,Cola,Chocolate,Fall,6.5,4,5.8,8.5,MD,A,A
Right,Blue,11,DodgeBall,RockClimbing,Robotics,Vocal,OJ,Fortune,Pineapples,Coffee,Pecan,Spring,6.0,4,6.0,9.5,XL,A,A
Right,Magenta,12,Soccer,RockClimbing,Math,Vocal,OJ,Oatmeal,Pineapples,Coffee,Chocolate,Fall,6.0,4,5.2,7.0,SM,A,A
Right,Blue,12,AmFtBall,Wrestling,Robotics,Guitar,OJ,PeanutButter,Pineapples,Water,Chocolate,Spring,7.0,4,6.0,9.5,LG,A,A
Right,Magenta,10,Badminton,RockClimbing,ModelUN,Vocal,OJ,ChocChip,Ham,Milk,Vanilla,Summer,6.5,5,6.2,10.5,LG,A,A
Right,Red,11,AmFtBall,Track,Photography,Violin,Coffee,ChocKrinkle,Bacon,Water,Chocolate,Autumn,7.0,5,5.8,9.0,LG,A,A
Right,Magenta,11,Fencing,Badminton,Robotics,Vocal,OJ,PeanutButter,Pineapples,Milk,Chocolate,Winter,5.5,4,6.0,10.0,LG,B,A
Right,Yellow,13,Fencing,Swimming,Robotics,Bass,OJ,Oatmeal,Pineapples,Water,Chocolate,Summer,6.5,5,6.0,9.5,LG,B,A
Right,Blue,12,DodgeBall,Swimming,Robotics,Vocal,OJ,PeanutButter,Pineapples,Milk,Chocolate,Spring,7.0,5,6.2,10.0,LG,A,A
Right,Black,11,DodgeBall,Wrestling,Chess,Drums,Water,Oatmeal,PlainCheese,Tea,Pecan,Winter,6.0,5,5.8,9.0,LG,A,A
Right,Blue,12,Tennis,Wrestling,Robotics,Guitar,Water,Oatmeal,PlainCheese,Water,Pecan,Spring,6.0,4,5.8,9.0,LG,A,A
Right,Magenta,13,FieldHockey,Swimming,Debate,Vocal,Coffee,ChocKrinkle,Pepperoni,Water,Chocolate,Summer,6.5,4,6.0,10.5,XL,A,A
Right,Blue,10,Cricket,Wrestling,Computer,Guitar,Tea,Oatmeal,Mushrooms,Cola,MintChip,Fall,7.0,4,6.0,9.5,LG,A,A
Right,Magenta,12,Tennis,Badminton,Math,Vocal,Coffee,PeanutButter,PlainCheese,Tea,Chocolate,Summer,7.0,4,6.5,10.5,XL,A,A
Right,Magenta,12,Parkour,Wrestling,Photography,Guitar,PruneJuice,PeanutButter,Peppers,Papaya,Mocha,Autumn,6.5,5,5.5,8.0,SM,B,A
